name;strasse;plz;ort;vorwahl;tel;url;opac;öffnungszeiten;bestandsgrößenklasse;unterhaltsträger;dbv;leitung;laenge;breite
Europäische Wirtschaftshochschule Berlin e.V. (EAP). Bibliothek;Europa-Center;10789;Berlin;-30;25 48 02-0;http://www.escpeurope.eu/berlin/berlin-academic-chairs#Library;http://biblio.escpeurope.de/webopac/index.asp?DB=web_biblio;;10.001 bis 30.000;Körperschaft/Stiftung des priv. Rechts;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.405.538;5.251.767
THD Technische Hochschule Deggendorf Bibliothek;Dieter-Görlitz-Platz 1;94469;Deggendorf;-991;3615-700;http://www.th-deg.de/de/studierende/bibliothek#nav;;Mo-Do: 08:00 - 20:00 Uhr, Fr: 08:00 - 18:00 Uhr;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;12.960.122;48.842.204
Technische Hochschule Ingolstadt Bibliothek;Esplanade 10;85049;Ingolstadt;-841;93 48-2160;http://www.thi.de/service/bibliothek.html;http://opac.ku-eichstaett.de/InfoGuideClient/start.do?Login=opacw3&Language=de&BaseURL=/index-hi.html;Servicezeiten: Mo-Fr: 9.00-18.00, Sa: 9.00-13.00. Öffnungszeiten für Hochschulangehörige: Mo-So: 6.00-24.00;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.423.387;4.876.542
Fachhochschule Kaiserslautern. Standort Zweibrücken. Bibliothek;Amerikastr. 1;66482;Zweibrücken;6332;914-130;http://www.fh-kl.de/fh/bibliothek/standort-zweibruecken.html;;Mo-Do 8.30 - 19.00 Uhr, Fr 9.00 - 15.00 Uhr, Sa 10.00-14.00 Uhr;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;7.363.114;49.249.189
Hochschule für Angewandte Wissenschaften - Hochschulbibliothek Hof;Alfons-Goppel-Pl. 1;95028;Hof/Saale;-9281;40 93 411;http://www.hof-university.de;;;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.913.545;50.316.521
Technische Hochschule Aschaffenburg.Hochschulbibliothek;Würzburger Str. 45 (Gebäude 25);63743;Aschaffenburg;-6021;4206-618;http://www.th-ab.de/bibliothek;https://recherche.bibkatalog.de/InfoGuideClient.fwssis/start.do?Login=wofwsa;;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;9.147.832;49.973.506
Kunsthochschule Berlin-Weißensee. Hochschule für Gestaltung. Bibliothek;Bühringstr. 20;13086;Berlin;-30;4 77 05-225;http://www.kh-berlin.de;;;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.405.538;5.251.767
"Hochschule für Musik ""Hanns Eisler"". Bibliothek";Charlottenstr. 55;10117;Berlin;-30;(030) 90269-895;http://www.hfm-berlin.de/;;;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.405.538;5.251.767
Hochschule für Technik und Wirtschaft Berlin. Bibliothek;Treskowallee 8;10318;Berlin;-30;50 19-2240;http://bibliothek.htw-berlin.de;http://bibliothek.htw-berlin.de/literatur-suchen;Mo-Fr 9.00-22.00;300.001 bis 1.000.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.405.538;5.251.767
Hochschule für Musik Carl Maria von Weber. Hochschulbibliothek;Wettiner Pl. 13;01067;Dresden;-351;49 23 614;http://www.hfmdd.de/bibliothek;;;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.736.883;51.051.697
Hochschule für Grafik und Buchkunst. Bibliothek;Wächterstr. 11;04107;Leipzig;-341;21 35-156;http://www.hgb-leipzig.de;http://webpac.hgb-leipzig.de;in der vorlesungsfreien Zeit: Mo-geschl., Di, Mi und Do 11-17.00, Fr. 11-15.00, während des Semesters: Mo-geschl., Di, Mi und Do 11-18.30, Fr. 11-16.00;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;12.377.931;51.338.288
Hochschule für Musik und Theater Felix Mendelssohn Bartholdy. Bibliothek;Grassistr. 8;04107;Leipzig;-341;21 44-630 bis 633;http://www.hmt-leipzig.de;;Mo-Do 11.00-19.00. Fr 11.00-14.00;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;12.377.931;51.338.288
Hochschule für Technik, Wirtschaft und Kultur Leipzig Hochschulbibliothek;Gustav-Freytag-Str. 40;04277;Leipzig;-341;3076-6476 und 6477;http://www.htwk-leipzig.de/de/biblio/;http://katalog.bib.htwk-leipzig.de/;Mo-Fr 9.00-20.00, Sa 9.00-16.00;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;12.377.931;51.338.288
Bibliothek der Theologische Hochschule Friedensau;Ahornstr. 3;39291;Friedensau;3921;916-135 (Leihstelle), -192 (Leiter), ;http://www.thh-friedensau.de/bibliothek/;https://vzlbs3.gbv.de/LNG=DU/DB=11/;So.-Do. 10.00-20.00. Fr. 10.00-13.00;;Sonstige Religionsgemeinschaften;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;117.953;52.215.984
Brandenburgische Technische Universität Cottbus - Senftenberg IKMZ / Universitätsbibliothek;Platz der Deutschen Einheit 2;03044;Cottbus;-355;69 2373;http://www.b-tu.de/bibliothek/;https://katalog.ub.b-tu.de/InfoGuideClient.btusis/startseite/katalog.htm;Montag-Freitag 9.00 Uhr-22.00 Uhr, Samstag 9.00 Uhr-13.00 Uhr, Sonntag 17.00 Uhr - 22.00 Uhr;1.000.001 und mehr;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;14.335.117;51.759.345
Hochschule Wismar Hochschulbibliothek;Philipp-Müller-Straße 14;23966;Wismar;-3841;753 7351 und 753 7340;http://www.hsb.hs-wismar.de;http://opac.hs-wismar.de/DB=1/LNG=DU/;Mo-Do 9.00-21.00 Uhr, Fr 9.00-17.00 Uhr, Sa 10.00-15.00 Uhr;300.001 bis 1.000.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.466.024;53.891.577
Hochschule für nachhaltige Entwicklung Eberswalde / Hochschulbibliothek;Schicklerstr. 5;16225;Eberswalde;-3334;657200 und 657201;http://www.hnee.de/de/Hochschule/Einrichtungen/Hochschulbibliothek/Hochschulbibliothek-K133.htm?RID=3476;http://opac.hnee.de/webOPACClient/start.do; Mo bis Fr : 9.00 - 20.00 Uhr;100.001 bis 300.000;Körperschaft/Stiftung des öff. Rechts;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.820.369;52.834.577
Hochschule für Technik und Wirtschaft. Bibliothek;Andreas-Schubert-Straße 8;01069;Dresden;-351;4 62-3699;http://www.htw-dresden.de/bib/;;Mo-Fr 9.00 - 22.00 UhrSa 10:00 - 14:00 Uhr (in der Prüfungszeit bis 18:00 Uhr);100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.736.883;51.051.697
Burg Giebichenstein Kunsthochschule Halle Burg Bibliothek;Neuwerk 7;06108;Halle/Saale;-345;0345/ 77 51-637 bzw. 633;http://www.burg-halle.de;;MO/Di/Fr 9.00 - 20.00 UhrMi/Do    9.00 - 22.00 Uhr;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.970.666;51.482.478
Universitätsbibliothek Ilmenau. Technische Universität;Langewiesener Str. 37;98693;Ilmenau;-3677;69 47 01;http://www.tu-ilmenau.de/ub/;http://opac.lbs-ilmenau.gbv.de/DB=1/LNG=DU/;Mo-Fr 8-20 . Sa 9-17 (Prüfungszeit: Mo-Fr 8-22 . Sa 9-17);300.001 bis 1.000.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;10.915.573;50.685.965
Technische Universität Chemnitz. Universitätsbibliothek;Straße der Nationen 62;09111;Chemnitz;-371;531 13100;http://www.tu-chemnitz.de/ub/;https://katalog.bibliothek.tu-chemnitz.de/;Mo-Fr 08.30-24.00.  Sa 10.00-18.00;1.000.001 und mehr;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;12.921.602;50.833.593
Hochschule Anhalt, Hochschulbibliothek;Bernburger Str. 55/57;06366;Köthen/Anhalt;-3496;67 56 00;http://www.hs-anhalt.de/hochschulbibliothek;http://lhanh.gbv.de/DB=1/SET=9/TTL=1/START_WELCOME;9:30 Uhr - 19:00 Uhr;300.001 bis 1.000.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.973.406;51.751.224
Otto-von-Guericke-Universität. Universitätsbibliothek;Universitätsplatz 2;39106;Magdeburg;-391;67 58 640;http://www.ub.ovgu.de/;;Mo - Fr 08 - 23 Uhr, Sa 10 - 18 Uhr;1.000.001 und mehr;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.632.726;52.126.248
Hochschule Mittweida. Hochschulbibliothek;Weststraße 11;09648;Mittweida;-3727;58 12 61;http://www.htwm.de/hsm/;;Mo-Do 8.00-21.00. Fr 8.00-18.00;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;12.975.993;50.986.925
Filmuniversität Babelsberg KONRAD WOLF    Universitätsbibliothek;Marlene-Dietrich-Allee 11;14482;Potsdam;-331;62 02-410;http://www.filmuniversitaet.de;opac.bibl.filmuniversitaet.de;Mo 9.30- Do 18.00. Fr 9.30-16.00 / Semesterferien Mo-Do 10.00-16.00. Fr 10.00-14.00;1.000.001 und mehr;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;1.305.358;52.400.355
Hochschule Schmalkalden  Cellarius Bibliothek;Blechhammer 4 und 9;98574;Schmalkalden;-3683;688-1600;;;Mo - Do 9.30 -20.00 Uhr. Fr 9.30 -15.00 Uhr;100.001 bis 300.000;Sonstige öffentliche Trägerschaft;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;1.045.159;50.722.559
Bauhaus-Universität Weimar. Universitätsbibliothek;Steubenstr. 6;99423;Weimar;-3643;58-2801;http://www.uni-weimar.de/ub;;Mo-Fr  9-21 Uhr, Sa 10-16 Uhr , ZB Baustoffe/ Naturwiss. Mo-Do  9-18 Uhr, Fr 9-16 Uhr;300.001 bis 1.000.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.329.741;50.980.761
Hochschule für Musik Franz Liszt. Hochschulbibliothek;Platz der Demokratie 2/3;99423;Weimar;-3643;5 55-125 und 124;http://www.hfm-weimar.de;;Hauptbibliothek: Di-Do. 9-13. 14-18 Fr. 9-13. 14-16 Teilbibliothek: Mo-Fr. 9-20 Sa 9-13;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.329.741;50.980.761
Hochschule Zittau/Görlitz. Hochschulbibliothek;Hochwaldstr. 12;02763;Zittau;-3583;61 20 21;http://hsb.hszg.de;http://hsb.hszg.de;Mo-Do 9.00-20.00. Fr 9.00-20.00;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;14.806.367;50.896.384
Westsächsische Hochschule Zwickau   Hochschulbibliothek;Klosterstraße 7;08056;Zwickau;-375;5 36 12 51;http://www.fh-zwickau.de/index.php?id=bib;https://www.katalog.fh-zwickau.de/;Mo, Di, Do, Fr, 08.30 - 22.00 Uhr, Mi 10.00 - 22.00 Uhr, Sa 10.00 - 16.00 Uhr;300.001 bis 1.000.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;12.495.641;50.718.556
Folkwang Universität der Künste - Bibliothek;Klemensborn 39;45239;Essen;201;4903241;http://www.folkwang-uni.de/bibliothek/;https://www.dshs-koeln.de/mhe;;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;7.012.583;51.455.843
Hochschule für Schauspielkunst Ernst Busch. Bibliothek;Schnellerstr. 104;12439;Berlin;-30;63 99 75-25;http://www.hfs-berlin.de/;;;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.405.538;5.251.767
Fachhochschule Erfurt. Hochschulbibliothek;Altonaer Str. 25;99085;Erfurt;-361;67 00-504;http://www.fh-erfurt.de;;Montag-Donnerstag 9.00 - 21.00 Uhr. Freitag 9.00-16.00 Uhr.;300.001 bis 1.000.000;Sonstige öffentliche Trägerschaft;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.027.236;50.977.122
Hochschule Stralsund. Hochschulbibliothek;Zur Schwedenschanze 15;18435;Stralsund;-3831;4 56-653;http://www.fhb.fh-stralsund.de;;Mo.Di.Do 9.00-18.00. Mi 9.00-20.00. Fr 9.00-16.00;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.089.973;54.313.975
Fachhochschule Potsdam. Hochschulbibliothek;Kiepenheuerallee 5;14469;Potsdam;-331;580-2212 und 2210;http://bibliothek.fh-potsdam.de/;https://opac.fh-potsdam.de/InfoGuideClient.bfpsis/start.do?Login=wobfp01;Mo-Fr 9.00-19.00, Sa 9.00-14.30;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;1.305.358;52.400.355
Technische Hochschule Brandenburg, Hochschulbibliothek;Magdeburger Str. 50;14770;Brandenburg;3381;35 51 67;https://bibliothek.th-brandenburg.de/;https://opac.th-brandenburg.de;Mo bis Fr 10.00-22.00;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;12.563.364;52.408.651
Europa-Universität Viadrina. Universitätsbibliothek;Große Scharrnstr. 59;15230;Frankfurt/Oder;-335;55 34-3471;http://www.ub.europa-uni.de;;Mo-Fr 9.00-21.00. Sa 9.00-18.00, So 10.00-18.00;300.001 bis 1.000.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;14.550.979;52.341.757
Hochschule Harz (FH), Bibliothek;Am Eichberg 1;38855;Wernigerode;-3943;6 59-171;http://www.hs-harz.de;;;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;107.843;51.834.471
Hochschule Merseburg (FH). Hochschulbibliothek;Geusaer Straße 88;06217;Merseburg;03461;46 22 69;;;Mo. Mi. Do: 8.00 - 18.00 Uhr. Di: 10.00 - 18.00 Uhr. Fr: 8.00 - 15.00 Uhr;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.992.794;513.571
Universitätsbibliothek Erfurt;Nordhäuser Str. 63;99089;Erfurt;-361;737-5500(Sekretariat) und 737-5800(Information);http://www.uni-erfurt.de/bibliothek/;http://opac.uni-erfurt.de/DB=1/LNG=DU/;während des Semesters:  Mo-Fr 8.00-22.00, Sa 10.00-18.00 und So 13.00-18.00 ,  in der Semesterpause :  Mo-Fr 9.00-22.00 und Sa 10.00-16.00   ;1.000.001 und mehr;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.027.236;50.977.122
Hochschule der Sächsischen Polizei (FH);Friedensstr. 120;02929;Rothenburg/O.L.;-35891;46-2660;http://www.polizei.sachsen.de;;Mo 13:15-18.00   Di.Mi,Do 7:30-12.30 u. 13:15-18:00 Fr 7:30-12.00;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;14.966.788;5.133.588
Fachhochschule Polizei Sachsen-Anhalt. Bibliothek;Schmidtmannstr. 86;06449;Aschersleben;-3473;9 60-234 und 345;http://www.polizei.sachsen-anhalt.de/index.php?id=174;;;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.455.041;51.756.034
Ostbayerische Technische Hochschule Amberg-Weiden ;Kaiser-Wilhelm-Ring 23;92224;Amberg/Oberpfalz;-9621;4 82-3215;http://bibliothek.oth-aw.de;http://www.oth-aw.de/opac;Mo-Do: 8.30 - 18 h, Fr: 8-14 h, 24/7 für Hochschulangehörige;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.855.879;49.442.448
Hochschule Trier. Umwelt-Campus Birkenfeld. Bibliothek;Gebäude 9922 (ZN), Campusallee;55768;Hoppstädten-Weiersbach;-6782;17 14 77;http://bibliothek.umwelt-campus.de;http://ebib.umwelt-campus.de/;;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;7.195.599;49.616.964
Hochschule für Kirchenmusik der Ev. Landeskirche in Württemberg (HKM). Hochschulbibliothek;Gartenstr. 12;72074;Tübingen;-7071;92 59 97;http://www.kirchenmusikhochschule.de;http://alephino-sonb-opac.elk-wue.de/.Aleph;;bis 1.000;Ev. Kirche;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;9.057.829;48.522.143
Fachhochschule Westküste. Hochschule für Wirtschaft und Technik. Hochschulbibliothek;Fritz-Thiedemann-Ring 20;25746;Heide;-481;85 55-200;http://www.fh-westkueste.de;;;10.001 bis 30.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;9.091.156;54.193.962
Hochschule Bonn-Rhein-Sieg, Hochschul- und Kreisbibliothek Bonn-Rhein-Sieg;Grantham-Allee 20;53757;St. Augustin;-2241;865-680;http://www.bib.h-brs.de;http://www.bib.h-brs.de/katalog.html;Mo-Fr 8.00-22.00;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;7.185.259;5.077.333
Staatliche Hochschule für Musik Trossingen. Hochschulbibliothek;Schultheiß-Koch-Pl. 3;78647;Trossingen;-7425;94 91-33;http://www.mh-trossingen.de;;Mo 13.00-20.00. Di-Do 9.00-17.00. Fr 9.00-15.00;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;8.632.659;48.074.438
Handelshochschule Leipzig (HHL). Hochschulbibliothek;Jahnallee 59;04109;Leipzig;-341;98 51-643;http://www.hhl.de;;;5.001 bis 10.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;12.377.931;51.338.288
Bibliothek der Hochschule Magdeburg - Stendal;Breitscheidstr. 2. (Haus 1);39114;Magdeburg;-391;88 64-187;http://www.hs-magdeburg.de/hochschule/einrichtungen/bibliothek.html;https://opac.lbs-magdeburg.gbv.de/LNG=DU/DB=3/;;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.632.726;52.126.248
Hochschule Ansbach. Hochschulbibliothek;Residenzstr. 8;91522;Ansbach;-981;48 77-430;http://www.hs-ansbach.de;https://fanoz3.bib-bvb.de/InfoGuideClient.fansis/start.do?Login=wofanfh;;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;1.057.193;49.302.592
Hochschule für Musik und Theater Rostock. Bibliothek;Beim St.-Katharinenstift 8;18055;Rostock;-381;5108-250;http://www.hmt-rostock.de/einricht/e_bibo.hmt;http://www.uni-rostock.de/ub;Im Semester: Mo-Do 10.00-13.00, 14-16.30, Fr 10.00-13.00;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;12.135.993;54.088.548
Fachhochschule Nordhausen. Hochschulbibliothek;Weinberghof 4;99734;Nordhausen;-3631;420-180;http://www.fh-nordhausen.de/zentrale_einrichtungen/f_bibo.html;;;100.001 bis 300.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;10.791.619;51.500.441
Bibliothek der Dualen Hochschule Gera-Eisenach;Weg der Freundschaft 4;07546;Gera;-365;4341-118;https://www.dhge.de;;;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;12.080.429;50.876.147
EAH Jena. Bibliothek;Carl-Zeiss-Promenade 2;07745;Jena;-3641;205 - 270;http://www.eah-jena.de/bib;;Mo-Do 8.30-19.00. Fr 8.30-17.00;300.001 bis 1.000.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.591.842;5.093.006
Technische Hochschule Wildau Hochschulbibliothek;Bahnhofstr. /Halle 10;15745;Wildau;-3375;50 81 23. 50 81 35 und 50 81 55;http://www.th-wildau.de/bibliothek.html;;Mo-Fr 9.00-20.00;100.001 bis 300.000;Sonstige öffentliche Trägerschaft;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.636.571;52.321.356
Thüringische Fachhochschule für Forstwirtschaft Schwarzburg. Bibliothek ;Forstschule 4;07427;Schwarzburg;-36730;37-233;http://www.thueringenforst.de;;;10.001 bis 30.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.195.357;50.641.931
Hochschule für Bildende Künste Dresden  Bibliothek;Güntzstraße 34;01307;Dresden;-351;44 0222121;http://www.hfbk-dresden.de;;Mo - Mi 10.00 - 19.00 Uhr , Do 10.00 -16.00 Uhr ;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.736.883;51.051.697
Kath. Fachhochschule Berlin. Bibliothek;Köpenicker Allee 39/57;10318;Berlin;-30;50 10 10-34 und 31;http://www.khsb-berlin.de/;http://opac.khsb-berlin.de/;;30.001 bis 100.000;Kath. Kirche;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.405.538;5.251.767
Bibliothek der Dualen Hochschule Baden-Württemberg Standort Villingen-Schwenningen;Friedrich-Ebert-Str. 30;78054;Villingen-Schwenningen;-7720;3 90 61 70;http://www.dhbw-vs.de/bibliothek100.html;;Mo.-Fr. : 08.30-21.00  , Sa.: 09.00-14.00;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;8.459.649;48.058.255
RheinAhrCampus Remagen der Hochschule Koblenz. Bibliothek;Joseph-Rovan-Allee 2;53424;Remagen;-2642;932-170;http://www.hs-koblenz.de/rac/bibliothek/bibliothek-remagen/;;Mo-Fr 8.00-18.00. Sa 09.00-13.00. Vorlesungsfreie Zeit: Mo-Do 9.00-16.00. Fr 9.00-13.00;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;7.234.403;50.577.781
Zeppelin University Bibliothek;Am Seemooser Horn 20;88045;Friedrichshafen;-7541;6009-1180;http://www.zeppelin-university.de/bib;;;30.001 bis 100.000;Private Trägerschaft;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;9.479.614;47.652.205
Landesamt für Kultur und Denkmalpflege Abt. Landesbibliothek;Johannes-Stelling-Straße 29;19053;Schwerin;-385;588 792 10;http://www.lbmv.de;http://opac.hs-wismar.de/DB=2/LNG=DU/;Mo.Di.Mi.Fr. 10-19 Uhr. Do.13-19 Uhr. Sa 10-13Uhr;300.001 bis 1.000.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.414.434;53.628.545
Berufsakademie Sachsen. Staatliche Studienakademie Glauchau. Bibliothek;Kopernikusstr. 51;08371;Glauchau;-3763;1 73-290 und 288;;http://wwwopac.ba-glauchau.de;;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;12.542.352;50.817.863
Ostfriesische Landschaft. Landschaftsbibliothek;Fischteichweg 16;26603;Aurich;-4941;17 99 38;http://www.ostfriesischelandschaft.de/4.html;http://lhemd.gbv.de/DB=1/LNG=DU/HTML=Y/;Di-Fr 10.00-18.00;100.001 bis 300.000;Körperschaft/Stiftung des öff. Rechts;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;7.482.377;53.469.895
Fachhochschule für öffentliche Verwaltung, Polizei und Rechtspflege - Bibliothek;Goldbergerstrasse 12 - 13;18273;Güstrow;3843;283616;http://www.fh-guestrow.de;;Mo-Do 9.30 - 17.00 Uhr,    Fr 9.30 - 14 Uhr;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;12.175.691;53.794.458
MSH Medical School Hamburg;Am Kaiserkai 1;20457;Hamburg;-40;36006542;http://www.medicalschool-hamburg.de;;;bis 1.000;Private Trägerschaft;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;999.697;53.550.678
Duale Hochschule Baden-Würtemberg Heidenheim Bibliothek;Marienstr. 20;89518;Heidenheim;7321;2722-150;http://www.dhbw-heidenheim.de/Bibliothek.55.0.html;;;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;10.154.639;48.677.736
Ev. Hochschule für Kirchenmusik, Bibliothek;Kleine Ulrichstraße 35;06108;Halle/Saale;-345;2196914;http://www.ehk-halle.de;;Mo - Fr 9 - 12 Uhr und 13:30 - 16:00 Uhr;30.001 bis 100.000;Ev. Kirche;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.970.666;51.482.478
Hochschul- und Landeskirchenbibliothek Wuppertal (HLB Wuppertal);Missionsstr. 11;42285;Wuppertal;202;2820-125;http://www.hlb-wuppertal.de;;;100.001 bis 300.000;Ev. Kirche;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;7.195.874;51.271.288
Hochschule für Wirtschaft und Recht Berlin (HWR Berlin). Hochschulbibliothek;Badensche Str. 52;10825;Berlin;30;1) 30877-2582, 2) 30877-1284;https://www.hwr-berlin.de/hwr-berlin/serviceeinrichtungen/bibliotheken/;https://www.hwr-berlin.de/hwr-berlin/serviceeinrichtungen/bibliotheken/literaturrecherche/;1) Campus Lichtenberg: Mo: 09:00-20:00 Uhr, Di-Do: 09:00-19:00 Uhr, Fr: 10:00-17:00 Uhr, Sa: 12:00-14:00 Uhr2) Campus Schöneberg: Mo 10 bis 21 Uhr, Di bis Fr 10 bis 19 Uhr, Sa 10 bis 15 Uhr (außer in Semesterferien);100.001 bis 300.000;Körperschaft/Stiftung des öff. Rechts;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.405.538;5.251.767
Hochschule Rhein-Waal Zweigbibliothek Kamp-Lintfort;Südstr. 8;47475;Kamp-Lintfort;2842;90825-114;http://www.hochschule-rhein-waal.de/bibliothek;;;bis 1.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;655.139;51.500.257
Zentral- und Landesbibliothek Berlin: Haus Amerika-Gedenkbibliothek, Haus Berliner Stadtbibliothek und Senatsbibliothek Berlin im Ribbeck-Haus ;Breite Straße 30 - 36;10178;Berlin;-30;9 02 26-0 und -401;http://www.zlb.de;http://www.zlb.de/buecher_medien;Mo-Fr 10.00-21.00. Sa 10.00-19.00;1.000.001 und mehr;Körperschaft/Stiftung des öff. Rechts;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.405.538;5.251.767
Berufsakademie Sachsen. Staatliche Studienakademie Leipzig. Bibliothek;Schönauer Str. 113 a;04207;Leipzig;-341;42 74 33 50;http://www.ba-leipzig.de;;Mo-Do 8:00-17:00 Uhr, Fr 8:00-14:30 Uhr;10.001 bis 30.000;Sonstige öffentliche Trägerschaft;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;12.377.931;51.338.288
Bibliothek der Dualen Hochschule Baden-Württemberg Lörrach;Hangstr. 46-50;79539;Lörrach;-7621;2071-160;http://www.dhbw-loerrach.de;;Zentralbibliothek: Mo,Di,Do,Fr 9-19 Uhr, Mi 13-19 Uhr, Sa 11-16 Uhr<br>Zweigbibliothek: Mo,Di 10-16 Uhr, Mi 13-16 Uhr, Do 10-18 Uhr, Fr 10-14 Uhr;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;7.659.191;47.612.096
Duale Hochschule Baden-Württemberg Mosbach  Bibliothek;Knopfweg 1/1;74821;Mosbach;-6261;939-419;http://bibliothek.mosbach.dhbw.de;;Mo-Do 9-20 Uhr, Fr 9-17 Uhr, Sa 9-14 Uhr;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;9.146.596;49.352.037
